id,topic,prior_knowledge_needed,paragraph,question_plus,problems
generation-for-nlp-520,세계사,필요 없음,"아래의 두 발췌문은 각각 탐험가 크리스토퍼 콜럼버스와 멕시코 치아파스의 도미니카 주교 바톨로뮤 데 라스 카사스가 쓴 것입니다.
본문 1
인디언들은 판매자가 요구하는 무엇이든 줄 것이다. . . . 그리하여 바보처럼 면화와 금을 활 조각, 유리, 병, 항아리와 물물교환했다. 나는 부당한 일이라고 금한 뒤 가져온 아름답고 좋은 물건을 주고 아무것도 돌려받지 않았다. 이들과 좀더 쉽게 어울리고 기독교인이 되도록 유도하며 왕과 왕비, 우리 왕자와 모든 스페인 사람들에게 호감을 표하도록 하고자 했다. 이들은 많이 가지고 있지만 우리에게 꼭 필요한 것들만을 찾아 모아 우리에게 전달하는 데 관심이 있다.
—크리스토퍼 콜럼버스: 라파엘 산체스에게 보낸 편지, 1493년
본문 2
이 온화한 양들에게 달린 일이었다. . . 스페인인들은 눈을 맞춘 첫 날부터 마치 맹렬한 늑대 혹은 며칠을 굶은 사자와 호랑이처럼 달려들었다. 처음부터 구성된 행동 패턴은 오늘날까지 변하지 않고 있으며 스페인인들은 여전히 원주민들을 잘게 찢고 살해해 말못할 고통과 괴로움, 절망을 안겨주며 고문하고 괴롭히며 무자비하게 박해하는 일만 반복하고 있다. 때가 되면 우리는 이들이 고문을 위해 발명해 개량한 수 많은 독창적인 방법 중 일부를 설명할 것이지만 피해자의 숫자 만으로도 얼마나 이들의 고문 방식이 효과적이었는지 알 수 있다. 스페인인들이 처음 도착했을 때 히스파니올라 섬의 원주민 인구는 약 3백만이었으나 지금은 200명만 살아남았다. 이토록 많은 수의 사람들을 죽이고 파괴한 이유는 그리스도교인들의 궁극의 목적이 금을 획득해 빠른 시간 안에 부를 획득해 자신들이 저지른 짓에 비추어 볼 때 말도 안되는 지위에 오르기 위함이었다.
–바톨로뮤 데 라스 카사스: 인디스 파괴에 대한 간략한 설명, 1542년",,"{'question': '두 이야기에서 묘사된 스페인인과 원주민 사이의 교류 차이를 가장 잘 설명한 것은 무엇입니까?', 'choices': ['데 라 카사스는 아프리카계 노예의 시작을 뒷받침하기 위해 과장하고 있다.', '컬럼버스는 자기가 돋보이도록 글을 쓰고 있다.', '컬럼버스의 사람들은 이후 후발 탐험대 사람들보다 원주민들에게 더 친절했다.', '데 라 카사스는 스페인 사람들이 아메리카 대륙을 떠나기를 바랐다.'], 'answer': 2}"
generation-for-nlp-529,문학,필요 없음,"먼저 우주가 구형이라는 점에 주목해야 한다. 부분적으로는 연결점이 필요 없는 완전한 전체 형태기 때문이고, 부분적으로는 모든 것을 담고 보존하는 데 가장 적합한, 가장 넓은 형태를 만들기 때문이다. 또는 우주를 구성하는 모든 부분인 태양, 달, 행성이 이런 형태로 나타나기 때문이다. 또는 물방울과 기타 유체가 스스로 모양을 만드는 것처럼 모든 것이 이 형태를 얻으려 하기 때문이다. 그러므로 이 형태가 천체에 속함을 아무도 의심하지 않을 것이다. … 그러므로 지구도 구형이라는 사실은 의문의 여지가 없는데, 지구는 중심을 모든 면에서 압박하기 때문이다. 비록 산이 높고 골짜기가 움푹하여 완벽한 원형으로 이해되지는 않으나 지구가 구형이라는 일반적 특성에 영향을 미치지는 않는다. … 지구가 구형을 갖고 있음이 이미 밝혀졌듯, 운동도 이 형태와 일치하는지, 우주에서 지구가 차지하는 위치는 무엇인지 고심해야 한다. ... 물론 저자 대다수는 지구가 여전히 우주의 중심이라는 점에 동의하며, 반대를 가정하는 것은 상상할 수 없으며 우스꽝스럽다고 생각한다. 그러나 문제를 사려깊게 고려하면 질문이 아직 해결되지 않았기에 결코 가볍게 여겨서는 안 됨을 알게 될 것이다. 관찰되는 모든 장소의 변화는 관찰되는 대상이나 관찰자의 움직임, 또는 둘 다의 움직임이 원인으로 발생한다. … 지구에서 하늘의 공전을 관찰하면 우리 눈에 보인다. 그러므로 지구가 움직이지 않는다면 이 운동은 지구 외부의 모든 것에서 일어나야 하며, 지구상의 모든 것이 움직이는 경우와는 반대 방향으로 일어나야 하며, 이러한 종류는 일상의 혁명이다. 그러므로 이는 우주 전체, 즉 지구 자체를 제외한 지구 밖 모든 것에 영향을 미치는 것으로 보인다. 그러나 이 운동이 하늘에만 고유하지 않고, 지구가 서쪽에서 동쪽으로 돈다는 것을 인정하고, 이것이 해, 달, 별이 뜨고 지는 것처럼 보이는 것과 관련하여 주의 깊게 고려된다면, 이것이 실제 상황임을 알게 될 것이다.",,"{'question': '위 글을 보았을 때 구체 형태의 우주에 관한 코페르니쿠스의 주장은 무엇을 근거로 하고 있습니까?', 'choices': ['관찰과 귀납', '과거 기록의 권위', '실험', '제1원칙으로부터 추론'], 'answer': 1}"
generation-for-nlp-547,세계사,필요 없음,"아래의 두 발췌문은 각각 탐험가 크리스토퍼 콜럼버스와 멕시코 치아파스의 도미니카 주교 바톨로뮤 데 라스 카사스가 쓴 것입니다.
본문 1
인디언들은 판매자가 요구하는 것을 모두 주었습니다… 그리하여 그들은 바보처럼 목화와 금을 내어주고 부러진 활이나 유리 조각, 병 조각 등을 대가로 받았는데 나는 이러한 교환이 부당하다고 여겨 금지했고 나 스스로는 올 때 가져온 아름답고 흐뭇한 많은 물건들을 아무런 대가 없이 그냥 주었습니다. 내가 이렇게 한 것은 그들을 좀 더 우리 편으로 만들고, 기독교인이 될 수 있도록 인도하고, 왕과 왕비와 왕자들 그리고 모든 스페인 사람들에 대한 존중을 키울 수 있게 하기 위함이었습니다. 또한 그들에게는 풍부한 것, 하지만 우리는 절실히 필요한 것들을 그들이 직접 나서서 모아 줄 수 있도록 유도하기 위함이었습니다.
—크리스토퍼 콜럼버스: 라파엘 산체스에게 보낸 편지, 1493년
본문 2
이 온화한 양들에게 달린 일이었다. . . 스페인인들은 눈을 맞춘 첫 날부터 마치 맹렬한 늑대 혹은 며칠을 굶은 사자와 호랑이처럼 달려들었다. 처음부터 구성된 행동 패턴은 오늘날까지 변하지 않고 있으며 스페인인들은 여전히 원주민들을 잘게 찢고 살해해 말못할 고통과 괴로움, 절망을 안겨주며 고문하고 괴롭히며 무자비하게 박해하는 일만 반복하고 있다. 때가 되면 우리는 이들이 고문을 위해 발명해 개량한 수 많은 독창적인 방법 중 일부를 설명할 것이지만 피해자의 숫자 만으로도 얼마나 이들의 고문 방식이 효과적이었는지 알 수 있다. 스페인인들이 처음 도착했을 때 히스파니올라 섬의 원주민 인구는 약 3백만이었으나 지금은 200명만 살아남았다. 이토록 많은 수의 사람들을 죽이고 파괴한 이유는 그리스도교인들의 궁극의 목적이 금을 획득해 빠른 시간 안에 부를 획득해 자신들이 저지른 짓에 비추어 볼 때 말도 안되는 지위에 오르기 위함이었다.
–바톨로뮤 데 라스 카사스: 인디스 파괴에 대한 간략한 설명, 1542년",,"{'question': '다음 중 카사스가 본문 2에서 비판하고자 하는 탐험의 모티브는 무엇입니까?', 'choices': ['원주민들을 기독교로 개종', '부의 축적', '개인적 영광', '새 친구 찾기'], 'answer': 2}"
generation-for-nlp-556,세계사,필요 없음,"질문은 다음과 같은 정보를 포함합니다.
아래 불만 목록을 읽어보십시오.
제3조: 프랑스 국민은 국회에서 제정되어 왕이 승인한 법률만을 왕국의 법률로 인정해야 한다.
제11조: 개인의 자유, 재산권, 시민의 안전은 명확하고 정확하며 취소할 수 없는 방식으로 확립되어야 한다. 모든 비밀 체포 영장은 삼부회가 부과하는 것이 적절하다고 판단하는 특정 수정에 따라 영원히 폐지된다.
제12조: 프랑스인의 개인적 권리 및 재산권에 침해 가능성을 영구적으로 제거하고자 모든 형사사건과 민사사건의 사실 확인을 위해 왕국의 모든 법원에 배심원제를 도입한다.
제17조: 형벌의 모든 차별은 폐지되어야 한다. 다양한 계층의 시민이 저지른 범죄는 동일한 법률 형식과 동일한 방식으로 처벌된다. 삼부회는 범죄 결과가 해당 개인에게만 국한되고 전혀 참여하지 않아 무죄인 해당 범죄자의 친인척에게 연좌되지 않도록 해야 한다.
제21조: 국민 대표가 수락하고 국왕이 승인하지 않는 한 어떤 세금도 합법적이지 않다.
—베르사유 제3부 의사록, 1789년",,"{'question': '다음 중 위에서 언급된 프랑스 혁명의 원인이 된 문제점으로 올바르지 않은 것은?', 'choices': ['부채와 세수 감소로 인한 재정 문제.', '공평하지 않은 법 체계.', '계몽주의 이념의 확산.', '1789년 프랑스에 만연했던 사회 정치적 불평등.'], 'answer': 1}"
generation-for-nlp-656,사회,필요 없음,"페레스트로이카[개혁]는 우리 사회주의 사회의 심오한 발전 과정에서 발생하는 긴급한 필요다. 이 사회는 변화의 시기가 무르익었다. 오랫동안 갈망해 왔다. 페레스트로이카 시작이 조금이라도 지연되면 가까운 장래 내부 상황이 악화될 수 있었고, 솔직히 말하면 심각한 사회, 경제, 정치적 위기를 겪게 되었으리라.",,"{'question': '다음 중 위 글로부터 추정할 수 있는 고르바초프의 주장은?', 'choices': ['페레스트로이카의 필요성은 소련 사회에 갑자기 찾아왔습니다', '페레스트로이카의 필요성은 과장되었습니다', '페레스트로이카의 필요성은 오랫동안 형성되어 왔습니다', '페레스트로이카의 시대는 지났습니다'], 'answer': 3}"
generation-for-nlp-699,경제,필요 없음,"GDP는 1,000만 달러, 소비자 지출은 600만 달러, 정부 지출은 300만 달러, 수출은 200만 달러, 수입은 300만 달러입니다.",,"{'question': '투자에 지출되는 금액은 얼마입니까?', 'choices': ['0백만 달러', '1백만 달러', '2백만 달러', '3백만 달러'], 'answer': 3}"
generation-for-nlp-706,경제,필요 없음,국가 X의 인구는 국가 Y와 정확히 같지만 국가 X가 국가 Y보다 두 배 많은 산출물을 생산합니다.,,"{'question': '우리는 다음과 같은 결론을 내릴 수 있습니다.', 'choices': ['국가 X의 사람들이 국가 Y의 사람들보다 더 똑똑하다.', '국가 X의 사람들이 국가 Y의 사람들보다 두 배 더 높은 생활 수준을 누리고 있다.', '국가 Y의 사람들이 국가 X의 사람들보다 두 배 더 높은 생활 수준을 누리고 있다.', '국가 Y의 사람들이 국가 X의 사람들보다 두 배 더 열심히 일한다.'], 'answer': 2}"
generation-for-nlp-729,경제,필요 없음,미국은 경쟁 시장에서 쌀을 생산합니다. 자유 무역으로 인해 세계 가격이 국내 가격보다 낮습니다.,,"{'question': '다음 중 참인 것은 무엇입니까?', 'choices': ['미국은 국내 부족분을 메우기 위해 쌀을 수입하기 시작한다.', '미국은 국내 부족분을 메우기 위해 쌀을 수출하기 시작한다.', '미국은 국내 잉여분을 없애기 위해 쌀을 수입하기 시작한다.', '미국은 국내 잉여분을 없애기 위해 쌀을 수출하기 시작한다.'], 'answer': 1}"
generation-for-nlp-743,경제,필요 없음,지난 1년 동안 미국의 물가 수준이 상승했지만 재화와 용역의 생산량은 일정하게 유지되었다고 가정하겠습니다.,,"{'question': '다음 중 참인 것은 어느 것입니까?', 'choices': ['증가함 \xa0\xa0\xa0 증가함', '변동이 없음 \xa0\xa0\xa0 감소함', '감소함 \xa0\xa0\xa0 감소함', '증가함 \xa0\xa0\xa0 감소함'], 'answer': 4}"
generation-for-nlp-761,경제,필요 없음,I. 다른 직장을 구하기 위해 직장을 그만둔 메리. II. 45세에 직장에서 은퇴하여 자신의 꿈을 이룬 존. III. 파트타임으로 일하고 있지만 풀타임으로 일하고 싶은 다이앤.,,"{'question': '다음 중 실직자로 간주되는 사람은 누구입니까?', 'choices': ['I만 해당', 'II만 해당', 'III만 해당', 'I 및 III'], 'answer': 1}"
